id	file	section	line	kind	disposition	target	duplicate_of	near_duplicate_of	sentence	phase3
R1859	apps/studio/workspace/README.md	File map	85	method	duplicate	.agents/contracts/context-loading.md:49	.agents/contracts/context-loading.md:49		Assets and font licenses remain directly accessible.	removed:duplicate (.agents/contracts/context-loading.md:49)
R1860	apps/studio/workspace/README.md	File map	85	gate-candidate	duplicate	.agents/contracts/context-loading.md:49	.agents/contracts/context-loading.md:49		Products keep their catalog, Markdown, YAML data, and product-specific React entry points together.	removed:duplicate (.agents/contracts/context-loading.md:49)
R1861	apps/studio/workspace/README.md	File map	127	evidence	operator-doc	operator-doc			`models` contains Operations & Economics sources, not application/backend modules.	kept:operator-doc
R1862	apps/studio/workspace/README.md	File map	127	method	operator-doc	operator-doc			A primary `.md` beside a same-named folder is its overview; the folder owns detail and authored layouts.	kept:operator-doc
R1863	apps/studio/workspace/README.md	File map	127	method	operator-doc	operator-doc			Generated Sales pages are not duplicated as Markdown files.	kept:operator-doc
R1864	apps/studio/workspace/README.md	File map	133	gate-candidate	duplicate	.agents/contracts/context-loading.md:83	.agents/contracts/context-loading.md:83		All catalog paths, including document data and React entry points, resolve below `products/<layer>/`.	removed:duplicate (.agents/contracts/context-loading.md:83)
R1865	apps/studio/workspace/README.md	File map	133	prohibition	duplicate	.agents/contracts/context-loading.md:83	.agents/contracts/context-loading.md:83		Components accept their own product data and may import their product's supporting files; they must not import another document's decisions at render time.	removed:duplicate (.agents/contracts/context-loading.md:83)
R1866	apps/studio/workspace/README.md	File map	133	method	duplicate	.agents/contracts/context-loading.md:83	.agents/contracts/context-loading.md:83		No compatibility copy is kept at old paths.	removed:duplicate (.agents/contracts/context-loading.md:83)
R1867	apps/studio/workspace/README.md	File map	140	confirmation	operator-doc	operator-doc			There is no separate decision checklist or approval summary in workspace.	kept:operator-doc
R1868	apps/studio/workspace/README.md	File map	140	gate-candidate	operator-doc	operator-doc			`utils/index/` describes dependency and inheritance rules; it does not contain business prose.	kept:operator-doc
R1869	apps/studio/workspace/README.md	File map	147	evidence	operator-doc	operator-doc			Keep this tree limited to current documents, their source assets, rendering code, and workflow state.	kept:operator-doc
R1870	apps/studio/workspace/README.md	File map	147	gate-candidate	operator-doc	operator-doc			Remove unused files together with their index entries, imports, and review dependencies.	kept:operator-doc
R1871	apps/studio/workspace/README.md	File map	147	gate-candidate	operator-doc	operator-doc			Empty indexed startup sources are required inheritance boundaries; retain them.	kept:operator-doc
R1872	apps/studio/workspace/README.md	File map	147	gate-candidate	operator-doc	operator-doc		.agents/contracts/context-loading.md:144	Keep both `products/singlepage/` and `products/startup/` from the outset, each with its own `catalog.yaml`.	kept:operator-doc
R1873	apps/studio/workspace/README.md	File map	147	method	operator-doc	operator-doc			Supplied references and font licenses remain useful inputs even when they are not rendered directly on a product page.	kept:operator-doc
R1874	apps/studio/workspace/README.md	Product catalogs	158	prohibition	operator-doc	operator-doc			Products use a stricter rule than shared documents because products from two different businesses must never be mixed.	kept:operator-doc
R1875	apps/studio/workspace/README.md	Product catalogs	161	gate-candidate	operator-doc	operator-doc			The framework owns `products/singlepage/catalog.yaml` and its product folders; downstream projects edit `products/startup/catalog.yaml` and add their own products beside it.	kept:operator-doc
R1876	apps/studio/workspace/README.md	Product catalogs	161	gate-candidate	operator-doc	operator-doc			The empty startup catalog is a working inheritance boundary and must be retained.	kept:operator-doc
R1877	apps/studio/workspace/README.md	Product catalogs	161	method	operator-doc	operator-doc			It does not need copies of the framework product folders.	kept:operator-doc
R1878	apps/studio/workspace/README.md	Product catalogs	169	inheritance	operator-doc	operator-doc			If startup defines at least one product, `default` shows only startup products.	kept:operator-doc
R1879	apps/studio/workspace/README.md	Product catalogs	169	evidence	operator-doc	operator-doc			The sources and review states remain separate.	kept:operator-doc
R1880	apps/studio/workspace/README.md	Product catalogs	169	gate-candidate	duplicate	.agents/contracts/product-models.md:51	.agents/contracts/product-models.md:51		All declared files must exist.	removed:duplicate (.agents/contracts/product-models.md:51)
R1881	apps/studio/workspace/README.md	Product catalogs	169	gate-candidate	operator-doc	operator-doc			It contains sibling `singlepage` and `startup` groups, each listing only products from its own catalog.	kept:operator-doc
R1882	apps/studio/workspace/README.md	Product catalogs	169	evidence	operator-doc	operator-doc			An empty source has a `No products` state.	kept:operator-doc
R1883	apps/studio/workspace/README.md	Product catalogs	169	inheritance	operator-doc	operator-doc			There is no visible default branch and no per-product layer list.	kept:operator-doc
R1884	apps/studio/workspace/README.md	Product catalogs	169	method	operator-doc	operator-doc			Opening a product starts with Product; its page contains only document navigation.	kept:operator-doc
R1885	apps/studio/workspace/README.md	Product catalogs	169	evidence	operator-doc	operator-doc			A missing source view never falls back to another product.	kept:operator-doc
